,Total_No_Invoice_Generated,Total_No_of_Items,Total_Spend,Recency
3158,1,108,71.0,31
3159,3,69,95.85,45
3160,3,235,357.77,60
3161,2,97,154.82999999999998,185
3162,6,416,877.5600000000001,78
3163,2,400,716.0,110
3164,1,146,146.87,63
3165,2,235,380.35,11
3166,3,750,1030.14,86
3167,3,409,730.52,16
3168,2,229,433.53,245
3169,1,656,1267.32,87
3170,1,28,112.4,30
3171,1,181,449.73,137
3172,3,927,1071.49,26
3173,5,990,1036.58,2
3174,4,998,1735.18,32
3175,1,504,948.48,25
3176,3,106,339.44,113
3177,1,510,642.02,157
3178,3,533,1100.9,85
3179,3,485,925.35,117
3180,1,179,240.89,194
3181,1,251,399.09,28
3182,1,122,498.48,130
3183,5,804,1356.33,28
3184,3,592,1179.89,81
3185,1,216,234.24,266
3186,4,418,533.33,313
3187,7,770,1461.14,21
3188,3,316,855.45,58
3189,1,131,304.24,114
3190,4,759,1446.09,17
3191,4,292,834.12,17
3192,3,295,841.0799999999999,36
3193,2,788,378.2,36
3194,1,24,118.8,78
3195,2,166,287.62,22
3196,2,77,288.91,25
3197,2,1049,2003.85,33
3198,3,772,1405.78,109
3199,2,1702,2747.99,35
3200,5,785,1562.4,123
3201,6,1858,2035.08,7
3202,4,868,1991.01,28
3203,7,903,1974.65,4
3204,4,1130,1774.03,50
3205,1,152,302.0,322
3206,3,618,1324.16,22
3207,4,339,1022.13,15
3208,8,459,954.42,2
3209,2,800,971.74,18
3210,4,815,1621.73,10
3211,2,693,665.78,159
3212,6,588,881.29,29
3213,1,50,163.29999999999998,165
3214,1,282,231.61,47
3215,8,215,801.12,5
3216,3,372,837.5,8
3217,1,68,116.2,288
3218,1,154,157.02,317
3219,2,333,591.91,3
3220,1,120,307.46,233
3221,1,80,138.32,119
3222,1,246,345.29999999999995,161
3223,1,129,294.24,185
3224,1,281,230.5,50
3225,1,76,157.09,334
3226,5,983,2463.17,5
3227,2,98,413.2,106
3228,7,1224,1139.73,16
3229,1,126,380.5,275
3230,1,296,454.12,247
3231,1,81,579.0,239
3232,2,483,984.57,1
3233,3,212,749.78,105
3234,4,882,1714.59,22
3235,1,82,124.88,51
3236,3,517,1689.5,194
3237,1,104,213.78,24
3238,1,490,329.34,75
3239,2,242,251.7,17
3240,2,172,319.0,7
3241,3,778,1266.97,32
3242,3,1111,1538.88,21
3243,2,66,293.1,21
3244,7,1501,2467.35,32
3245,1,100,158.68,284
3246,2,78,206.34,38
3247,2,526,835.78,57
3248,1,185,224.91,289
3249,1,480,317.76,78
3250,1,41,59.9,217
3251,4,866,1443.69,44
3252,1,170,306.13,201
3253,3,290,711.79,178
3254,4,670,783.97,56
3255,2,241,239.92,57
3256,6,1296,3347.31,7
3257,2,200,144.0,46
3258,1,144,203.95,226
3259,7,1328,2474.23,11
3260,2,226,383.75,106
3261,2,161,444.74,58
3262,7,1166,2093.68,28
3263,7,1254,1699.3000000000002,35
3264,2,119,262.62,273
3265,1,191,1013.01,29
3266,3,357,692.22,23
3267,1,231,289.78,53
3268,4,646,1564.56,175
3269,1,884,384.08,53
3270,1,76,204.24,53
3271,8,1323,2317.2200000000003,26
3272,1,147,226.85,253
3273,7,1176,2781.23,40
3274,6,272,1059.12,60
3275,1,24,113.5,234
3276,1,89,114.23,31
3277,2,287,334.48,7
3278,1,122,328.65,65
3279,2,110,416.89,310
3280,1,406,393.49,308
3281,6,741,939.32,18
3282,8,1532,1906.09,15
3283,2,185,318.76,96
3284,2,202,417.77,2
3285,1,131,190.88,35
3286,1,55,149.89,182
3287,2,224,550.06,25
3288,6,474,916.13,12
3289,2,105,314.69,11
3290,1,150,382.5,312
3291,2,611,1135.04,108
3292,1,616,954.9,53
3293,1,75,171.45,204
3294,1,105,280.09000000000003,15
3295,1,213,318.65,120
3296,2,167,381.97,3
3297,1,108,269.83,362
3298,2,192,348.91,116
3299,1,43,178.26,18
3300,2,251,271.19,4
3301,2,227,291.48,40
3302,2,141,240.0,107
3303,2,388,581.23,148
3304,5,367,1253.36,52
3305,1,36,63.440000000000005,208
3306,2,389,550.01,138
3307,3,153,296.58,2
3308,2,158,317.2,127
3309,4,844,763.64,107
3310,4,1778,2148.63,42
3311,1,77,107.82,35
3312,2,430,1065.35,227
3313,1,179,246.04,241
3314,1,48,187.83,57
3315,3,1866,1685.46,130
3316,1,117,151.37,21
3317,7,556,1049.06,26
3318,7,1201,1417.63,9
3319,3,513,931.02,31
3320,2,397,513.01,3
3321,3,293,547.0,28
3322,1,65,128.18,17
3323,2,387,498.42,101
3324,4,668,656.61,11
3325,1,137,163.24,21
3326,5,575,1135.63,14
3327,1,144,250.04,361
3328,1,41,82.75,95
3329,2,1005,1384.85,78
3330,3,372,644.3,138
3331,1,1402,2328.84,31
3332,8,1896,2527.92,24
3333,3,1146,2600.34,46
3334,3,634,1200.62,100
3335,2,364,657.16,8
3336,7,760,906.52,15
3337,4,843,986.48,17
3338,1,60,96.8,280
3339,2,142,523.11,14
3340,2,120,363.9,22
3341,1,375,494.25,85
3342,2,315,307.02,302
3343,2,152,243.36,94
3344,3,443,682.29,156
3345,1,56,193.64,355
3346,1,65,157.62,46
3347,4,341,519.6899999999999,15
3348,1,102,98.25,179
3349,4,770,1281.32,8
3350,3,113,587.15,36
3351,2,1200,1740.0,129
3352,1,1006,1393.06,50
3353,1,166,178.22,311
3354,2,152,384.39,24
3355,2,190,360.81,303
3356,1,161,127.86,11
3357,3,328,568.24,17
3358,3,157,488.2,49
3359,2,191,312.23,239
3360,1,149,167.55,238
3361,8,1377,1878.87,23
3362,4,540,446.18,72
3363,3,151,418.4,17
3364,4,408,646.92,40
3365,2,85,495.77,218
3366,3,367,400.1,199
3367,2,86,203.2,70
3368,1,623,389.72,11
3369,1,148,193.39,4
3370,2,88,336.4,19
3371,1,197,256.11,14
3372,6,1902,2686.42,7
3373,2,522,746.81,19
3374,4,1068,1259.56,77
3375,2,480,508.8,163
3376,2,277,417.27,306
3377,1,241,203.87,219
3378,2,250,681.41,22
3379,3,310,653.38,114
3380,1,111,263.92,36
3381,3,726,1031.41,1
3382,3,780,2184.42,333
3383,1,3,32.65,163
3384,2,105,771.85,184
3385,5,616,1214.72,16
3386,3,306,778.94,12
3387,7,738,1258.06,2
3388,1,114,507.84,79
3389,2,289,463.46,42
3390,3,265,598.83,50
3391,2,459,698.41,46
3392,2,407,759.17,19
3393,1,34,100.8,71
3394,3,624,524.9200000000001,128
3395,2,190,265.76,32
3396,1,292,403.3,313
3397,2,207,365.76,18
3398,1,185,303.16,88
3399,7,1693,2373.82,2
3400,2,90,216.3,1
3401,1,103,388.4500000000001,253
3402,3,246,186.42,156
3403,6,1496,2248.56,36
3404,2,198,120.9,176
3405,2,443,541.53,40
3406,7,1203,1721.4,1
3407,2,219,486.72,17
3408,4,243,517.53,192
3409,1,66,131.7,203
3410,1,222,249.86,365
3411,5,826,1737.7,126
3412,1,170,316.5,15
3413,2,537,657.3,43
3414,6,236,622.4300000000001,94
3415,3,770,735.82,22
3416,2,227,675.69,60
3417,1,220,289.96000000000004,158
3418,2,306,763.28,10
3419,2,116,137.0,10
3420,5,787,1870.97,16
3421,5,1675,1125.07,44
3422,3,455,697.54,191
3423,1,178,194.37,79
3424,1,338,511.82,77
3425,4,1061,1255.59,3
3426,3,191,414.04,65
3427,1,191,396.87,261
3428,2,428,376.64,58
3429,7,1134,2092.32,0
3430,1,155,374.57,248
3431,2,229,497.56,7
3432,1,79,271.05,358
3433,1,394,272.22,75
3434,1,711,622.88,289
3435,3,17,1138.0,17
3436,2,160,288.6,220
3437,4,376,689.1,9
3438,2,486,558.96,2
3439,2,556,1145.84,161
3440,1,139,302.2,75
3441,2,359,605.58,261
3442,1,289,387.31,280
3443,1,214,308.48,24
3444,1,254,513.2,72
3445,1,135,208.65,128
3446,4,243,639.02,31
3447,5,414,764.88,15
3448,1,102,153.94,308
3449,6,1236,1844.02,17
3450,1,365,546.81,53
3451,3,519,723.2099999999999,29
3452,5,1034,1070.71,1
3453,4,872,652.74,11
3454,1,90,145.0,361
3455,1,82,422.7000000000001,359
3456,4,310,1195.9,4
3457,4,488,939.37,53
3458,1,136,296.7,190
3459,1,103,223.36,53
3460,1,136,164.4,280
3461,1,6,76.5,177
3462,2,699,887.67,29
3463,1,134,98.42,25
3464,2,194,578.9,24
3465,1,134,170.75,269
3466,3,337,642.32,43
3467,1,58,103.3,233
3468,2,210,148.86,23
3469,3,86,267.16,197
3470,1,142,290.34,359
3471,4,719,930.41,60
3472,1,1048,1487.6,129
3473,5,1763,1952.45,1
3474,2,348,480.31,19
3475,1,101,157.9,205
3476,3,306,541.46,14
3477,4,635,854.95,94
3478,1,144,165.12,19
3479,7,817,1122.38,14
3480,3,146,454.01,24
3481,2,497,869.77,8
3482,1,159,344.14,332
3483,4,95,226.75000000000003,71
3484,3,308,380.6,29
3485,1,77,185.65,242
3486,1,138,143.45999999999998,218
3487,3,258,448.9,4
3488,3,88,215.72,252
3489,1,123,175.27,236
3490,2,458,1242.3,7
3491,3,676,1240.2,100
3492,3,821,1453.02,2
3493,7,1000,2203.67,73
3494,2,550,993.18,85
3495,2,228,386.69,12
3496,1,1176,2044.37,213
3497,1,144,161.67000000000002,17
3498,1,103,116.01,239
3499,1,74,394.72,78
3500,2,169,309.36,217
3501,2,229,191.99,33
3502,6,1808,2048.45,53
3503,1,235,386.32,57
3504,3,140,329.6,130
3505,3,224,571.1999999999999,173
3506,3,319,930.28,5
3507,1,124,214.37,312
3508,1,60,81.44,59
3509,3,514,1379.9,21
3510,1,265,527.0500000000001,32
3511,2,554,843.48,14
3512,1,79,75.75,81
3513,8,1628,1799.12,5
3514,2,158,503.6,169
3515,3,334,528.33,1
3516,4,644,1324.84,31
3517,1,182,285.56,19
3518,2,280,547.0600000000001,31
3519,1,49,108.5,276
3520,1,250,621.66,86
3521,2,474,712.29,119
3522,1,71,101.55,373
3523,3,323,1008.39,219
3524,1,30,133.06,65
3525,4,487,1797.5,60
3526,1,399,868.49,138
3527,1,150,166.08,21
3528,4,1408,1192.56,36
3529,1,41,117.55,277
3530,7,1116,2638.94,10
3531,5,1399,1674.69,73
3532,2,616,595.42,25
3533,1,121,178.75,141
3534,7,797,1802.91,25
3535,2,604,604.64,18
3536,2,596,728.16,3
3537,5,1033,2055.51,66
3538,2,93,347.75,1
3539,7,1916,3406.7200000000003,42
3540,1,110,205.7,227
3541,4,772,1572.71,15
3542,2,1690,3178.17,50
3543,6,1462,1594.97,1
3544,2,672,551.04,74
3545,6,922,1371.18,4
3546,1,207,298.11,263
3547,2,729,1992.11,52
3548,1,96,184.4,23
3549,6,1367,2474.33,10
3550,1,145,239.41,43
3551,7,1907,3155.83,16
3552,2,134,290.40000000000003,358
3553,4,672,740.9399999999999,127
3554,1,231,200.47,137
3555,1,184,283.12,141
3556,2,779,765.34,131
3557,8,1756,2285.71,38
3558,1,93,338.95,236
3559,1,93,154.95,260
3560,4,1266,2534.64,16
3561,1,109,417.95,252
3562,4,1353,1824.37,30
3563,3,590,798.74,35
3564,2,343,885.19,168
3565,2,144,152.4,185
3566,2,90,263.33,187
3567,1,17,137.45,169
3568,2,246,385.1,10
3569,1,215,522.91,44
3570,1,92,153.0,320
3571,1,83,139.35,232
3572,4,576,1195.94,26
3573,4,1595,2424.04,96
3574,6,792,3276.4000000000005,127
3575,3,300,1033.0,71
3576,1,645,1060.25,15
3577,3,1469,2876.01,3
3578,4,493,1240.11,79
3579,1,93,303.97,372
3580,2,463,692.19,38
3581,3,422,700.63,53
3582,3,238,377.44,9
3583,2,108,168.24,9
3584,4,1029,1879.05,19
3585,7,861,2791.35,11
3586,2,89,355.11,113
3587,1,29,110.25,240
3588,2,320,674.52,178
3589,5,1816,1664.65,0
3590,3,697,819.96,17
3591,2,239,287.59,21
3592,1,398,712.78,32
3593,2,351,772.55,50
3594,3,143,367.63,158
3595,1,128,271.2,15
3596,3,1122,2081.9,8
3597,5,365,1143.27,198
3598,2,287,245.81,56
3599,2,55,173.45,10
3600,4,508,1213.73,96
3601,1,72,56.4,254
3602,3,501,647.56,24
3603,3,396,650.32,21
3604,2,34,188.02,159
3605,2,354,283.47,72
3606,1,67,131.94,53
3607,2,195,266.85,85
3608,4,896,1817.54,152
3609,2,211,1117.9,73
3610,1,74,225.9,281
3611,1,46,106.1,29
3612,1,226,300.34,25
3613,2,305,342.83,179
3614,4,176,690.0,40
3615,3,498,780.43,22
3616,3,752,1285.04,82
3617,1,478,512.31,73
3618,1,727,546.04,11
3619,4,329,699.81,12
3620,4,30,36.56,36
3621,3,67,387.68,4
3622,1,408,298.4,51
3623,4,667,1820.09,22
3624,1,496,889.24,298
3625,3,92,398.7,1
3626,1,12,35.400000000000006,33
3627,1,208,155.37,49
3628,3,344,342.24,2
3629,1,88,110.21,47
3630,8,510,1541.23,42
3631,5,1831,2720.8,26
3632,1,257,318.15,42
3633,1,113,205.48,303
3634,1,52,51.56,106
3635,4,114,605.8000000000001,218
3636,2,53,114.34,11
3637,2,84,311.26,185
3638,1,197,208.97,372
3639,4,841,1403.03,1
3640,1,102,141.92000000000002,304
3641,1,93,226.45,368
3642,1,100,330.9,323
3643,3,706,554.85,12
3644,1,174,329.65,142
3645,6,508,1157.87,30
3646,5,111,428.18,107
3647,1,182,155.9,204
3648,5,1035,1848.96,80
3649,6,221,683.46,185
3650,1,98,237.61,170
3651,1,401,379.45,43
3652,1,45,178.51999999999998,173
3653,1,314,458.92,364
3654,1,32,133.35000000000002,304
3655,4,374,664.34,3
3656,4,817,695.0699999999999,3
3657,1,110,156.34,12
3658,3,469,869.28,31
3659,1,30,111.35,129
3660,8,973,716.0,21
3661,2,77,201.37,212
3662,2,402,586.89,322
3663,1,393,203.86,162
3664,3,109,244.1,56
3665,1,149,107.21,225
3666,8,404,1118.96,71
3667,1,127,95.45,44
3668,1,288,256.32,23
3669,3,222,541.8100000000001,172
3670,2,190,152.06,85
3671,1,170,154.55,159
3672,2,72,97.2,190
3673,1,24,110.38,29
3674,1,59,181.07,21
3675,4,406,798.99,71
3676,1,26,72.9,247
3677,1,169,232.03,373
3678,1,223,366.23,9
3679,5,184,310.06,310
3680,2,288,408.65,58
3681,1,457,329.36,3
3682,3,184,335.03,45
3683,1,756,1304.04,88
3684,4,425,820.23,64
3685,7,1160,2962.5,11
3686,2,306,397.29,133
3687,2,140,212.54,45
3688,4,108,843.0,11
3689,5,1594,1740.48,35
3690,2,249,408.36,134
3691,3,789,1331.57,29
3692,2,478,704.25,51
3693,2,82,145.79,138
3694,1,257,380.13,5
3695,1,40,99.14,159
3696,1,252,304.56,130
3697,1,38,77.50000000000001,7
3698,2,75,149.57999999999998,233
3699,1,168,176.68,37
3700,3,366,482.2,72
3701,3,616,1008.54,39
3702,4,273,557.3,198
3703,1,287,111.68,66
3704,1,84,508.4599999999999,116
3705,1,41,73.78,171
3706,1,127,102.41,142
3707,2,294,463.21,31
3708,1,73,112.27,371
3709,1,151,265.1,373
3710,2,152,228.2,166
3711,1,513,562.79,211
3712,1,36,135.19,241
3713,1,176,337.04,51
3714,3,500,703.99,24
3715,1,93,321.79,372
3716,1,342,288.14,29
3717,1,499,300.92,365
3718,4,383,732.41,35
3719,3,682,811.45,165
3720,1,98,152.68,145
3721,1,171,631.35,22
3722,1,261,198.57,185
3723,7,43,201.12,11
3724,3,414,630.84,236
3725,2,25,93.35,225
3726,4,495,674.89,121
3727,1,133,76.1,281
3728,2,219,380.39,37
3729,2,362,415.13,12
3730,1,75,157.92,362
3731,2,86,226.47,3
3732,1,220,444.68,23
3733,1,125,247.39,235
3734,1,60,174.8,256
3735,1,71,102.79,373
3736,2,285,187.29,155
3737,1,66,162.22,28
3738,1,157,120.03,4
3739,5,1027,1477.66,32
3740,3,300,523.0,81
3741,2,55,122.14,108
3742,1,7,38.45,51
3743,1,703,612.72,35
3744,2,184,389.78,152
3745,1,78,115.31,98
3746,2,67,230.65,4
3747,1,42,73.5,334
3748,1,252,93.82,65
3749,2,559,418.68,21
3750,3,584,713.89,35
3751,3,232,403.12,32
3752,6,20,70.02,154
3753,2,148,357.20000000000005,19
3754,1,33,165.04999999999998,53
3755,3,265,529.29,24
3756,1,138,178.34,45
3757,2,127,172.29000000000002,203
3758,1,40,74.4,359
3759,1,302,300.02,70
3760,1,211,363.65,288
3761,1,88,170.16,9
3762,3,258,306.46,23
3763,3,396,720.52,173
3764,2,384,814.0,133
3765,1,108,318.0,75
3766,1,189,396.33,40
3767,2,260,453.0,257
3768,1,288,247.44,185
3769,1,190,489.6,373
3770,2,145,336.13,217
3771,2,642,1231.5,18
3772,3,195,343.45,36
3773,1,608,680.84,25
3774,2,265,689.95,330
3775,1,106,101.34,274
3776,1,107,166.03,61
3777,4,1392,2106.52,93
3778,2,419,580.0500000000001,312
3779,3,788,849.06,11
3780,6,1662,2662.4,7
3781,1,149,168.31,127
3782,2,87,222.4,11
3783,1,362,754.64,37
3784,1,46,113.48000000000002,37
3785,1,126,421.9,329
3786,1,84,271.0,254
3787,1,72,198.8,19
3788,2,255,352.69,12
3789,1,55,220.1,290
3790,1,605,315.65,25
3791,1,124,180.7,367
3792,1,31,111.15,214
3793,2,438,653.3,149
3794,2,582,574.4399999999999,24
3795,1,135,200.92,60
3796,3,187,347.08,19
3797,1,48,112.55,243
3798,3,824,1059.39,15
3799,5,349,681.9100000000001,29
3800,3,379,784.33,63
3801,1,38,152.65,295
3802,2,1276,1019.52,157
3803,2,570,1000.16,116
3804,2,153,160.35000000000002,140
3805,2,203,179.33999999999995,45
3806,3,310,612.0799999999999,50
3807,3,332,566.58,32
3808,2,355,653.35,134
3809,2,255,399.19,3
3810,3,266,371.62,75
3811,2,283,675.64,12
3812,2,354,453.4,9
3813,1,139,530.15,301
3814,2,294,638.0600000000001,57
3815,5,812,1618.69,15
3816,1,184,399.65,37
3817,1,254,302.46000000000004,177
3818,3,382,1384.86,23
3819,6,592,1160.04,176
3820,1,61,202.65,60
3821,3,409,980.31,33
3822,5,481,1231.31,58
3823,4,1220,2106.84,86
3824,1,283,476.35,358
3825,6,709,1340.87,31
3826,4,983,1590.81,128
3827,6,1360,1793.17,9
3828,6,1721,1843.75,4
3829,1,133,366.85,24
3830,2,371,632.07,227
3831,1,183,304.25,249
3832,3,1168,2001.04,15
3833,2,566,1090.24,77
3834,2,140,284.46000000000004,192
3835,1,140,207.8,261
3836,1,339,957.97,71
3837,1,124,243.76,165
3838,1,632,973.84,82
3839,2,431,686.63,95
3840,1,104,150.35,106
3841,3,581,1396.99,199
3842,1,43,160.42000000000002,157
3843,3,1190,1975.35,71
3844,2,192,517.36,36
3845,1,58,139.10000000000002,28
3846,6,1398,2621.38,1
3847,5,359,600.07,25
3848,1,92,216.07,326
3849,1,232,232.48,236
3850,1,118,299.34000000000003,89
3851,1,200,481.75,31
3852,2,491,621.75,29
3853,2,536,641.92,211
3854,1,288,305.28000000000003,226
3855,5,791,1041.61,22
3856,1,335,443.0,92
3857,1,69,158.95000000000002,263
3858,1,21,93.75,217
3859,2,238,779.9,56
3860,7,1316,2810.2000000000003,9
3861,5,819,2071.77,192
3862,4,302,592.97,81
3863,3,1578,1796.48,71
3864,6,403,882.24,29
3865,5,622,987.1,2
3866,5,795,1561.61,218
3867,1,126,422.58,46
3868,4,1017,2232.49,72
3869,7,1788,2567.06,7
3870,2,166,596.1,23
3871,2,511,804.02,122
3872,1,128,95.34,17
3873,1,199,349.27,310
3874,2,234,518.27,50
3875,1,74,103.3,89
3876,8,1041,2337.63,39
3877,3,714,2338.6000000000004,24
3878,6,1475,2628.35,172
3879,2,146,324.24,43
3880,1,182,149.48,140
3881,3,1468,1213.16,25
3882,2,309,771.51,72
3883,1,76,168.6,366
3884,2,101,283.15,38
3885,6,2050,3078.58,2
3886,3,80,204.0,2
3887,1,88,175.92,30
3888,1,186,335.86,43
3889,1,68,110.38,58
3890,1,66,173.9,73
3891,1,45,180.6,277
3892,1,54,80.82,180
3893,2,103,178.05,7
3894,3,1586,1837.28,42
